學生代碼,學校代碼,教師代碼_國文,教師代碼_英文,教師代碼_數學,班級代碼_國文,班級代碼_英文,班級代碼_數學,班級代碼,每周作業頻率_國文,每周作業頻率標準化_國文,每周作業頻率_英文,每周作業頻率標準化_英文,每周作業頻率_數學,每周作業頻率標準化_數學,作業頻率標準化平均值,作業類型_做習題_國文,做習題標準化_國文,作業類型_作文練習_國文,作文練習標準化_國文,作業類型_剪報或蒐集資料_國文,剪報或蒐集資料標準化_國文,作業類型_聽演講、參觀展覽或看表演_國文,聽演講、參觀展覽或看表演標準化_國文,作業類型_分組專題活動_國文,分組專題活動標準化_國文,作業類型_做習題_英文,做習題標準化_英文,作業類型_作文練習_英文,作文練習標準化_英文,作業類型_剪報或蒐集資料_英文,剪報或蒐集資料標準化_英文,作業類型_聽演講、參觀展覽或看表演_英文,聽演講、參觀展覽或看表演標準化_英文,作業類型_分組專題活動_英文,分組專題活動標準化_英文,作業類型_做習題_數學,做習題標準化_數學,作業類型_作文練習_數學,作文練習標準化_數學,作業類型_剪報或蒐集資料_數學,剪報或蒐集資料標準化_數學,作業類型_聽演講、參觀展覽或看表演_數學,聽演講、參觀展覽或看表演標準化_數學,作業類型_分組專題活動_數學,分組專題活動標準化_數學,作業經常次數_國文,作業經常次數_英文,作業經常次數_數學,綜合分析能力測驗答對題數,一般分析能力測驗答對題數,數學分析能力測驗答對題數,跟得上進度_國文,用功程度_國文,作業表現_國文,跟得上進度_英文,用功程度_英文,作業表現_英文,跟得上進度_數學,用功程度_數學,作業表現_數學
19075,5,2,6,3,3627,3627,3627,3627,2,3.5,1,1.5,1,1.5,2.166666667,1,1,2,0.66,2,0.66,4,0,3,0.33,1,1,2,0.66,2,0.66,5,,5,,1,1,4,0,1,1,3,0.33,2,0.66,1,1,2,45,13,21,1,1,4,1,1,4,1,2,4
19942,5,2,6,3,3627,3627,3627,3627,2,3.5,1,1.5,1,1.5,2.166666667,1,1,2,0.66,2,0.66,4,0,3,0.33,1,1,2,0.66,2,0.66,5,,5,,1,1,4,0,1,1,3,0.33,2,0.66,1,1,2,29,12,15,3,3,3,3,4,3,2,3,3
387,10,3,7,2,2884,2884,2884,2884,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,4,0,4,0,4,0,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,4,0,1,1,1,15,8,7,3,3,3,3,3,4,3,3,4
769,10,3,5,6,3313,3313,3313,3313,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,97,,97,,97,,97,,1,1,1,17,5,7,3,3,4,4,4,3,3,3,4
1195,10,3,5,2,3652,3652,3652,3652,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,29,14,15,2,2,4,2,3,3,2,2,4
1210,10,3,5,6,3313,3313,3313,3313,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,97,,97,,97,,97,,1,1,1,23,9,9,3,3,4,3,3,4,2,3,4
1770,10,3,7,2,2884,2884,2884,2884,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,4,0,4,0,4,0,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,4,0,1,1,1,22,10,11,2,3,3,3,3,3,3,3,3
2104,10,1,7,6,3557,3557,3557,3557,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,97,,97,,97,,97,,1,1,1,26,11,8,2,2,4,2,2,4,2,2,3
2155,10,1,7,6,3557,3557,3557,3557,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,97,,97,,97,,97,,1,1,1,,,,4,4,2,4,4,3,2,3,3
3469,10,1,7,6,3557,3557,3557,3557,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,97,,97,,97,,97,,1,1,1,13,5,7,3,4,3,4,4,2,3,3,4
4162,10,3,7,2,2884,2884,2884,2884,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,4,0,4,0,4,0,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,4,0,1,1,1,17,8,6,2,3,4,4,4,3,3,3,4
5386,10,3,5,6,3313,3313,3313,3313,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,97,,97,,97,,97,,1,1,1,14,5,7,3,3,4,3,3,4,3,3,4
6640,10,1,7,6,3557,3557,3557,3557,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,97,,97,,97,,97,,1,1,1,,,,2,3,3,3,4,4,2,2,4
6800,10,1,7,6,3557,3557,3557,3557,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,97,,97,,97,,97,,1,1,1,21,8,9,2,3,3,4,4,3,4,3,4
6880,10,3,7,2,2884,2884,2884,2884,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,4,0,4,0,4,0,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,4,0,1,1,1,11,5,9,4,4,2,4,4,3,4,4,3
7635,10,3,5,2,3652,3652,3652,3652,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,15,5,10,4,4,2,3,3,4,3,3,3
7667,10,3,7,2,2884,2884,2884,2884,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,4,0,4,0,4,0,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,4,0,1,1,1,17,8,6,4,4,3,3,3,3,3,3,3
8273,10,3,7,2,2884,2884,2884,2884,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,4,0,4,0,4,0,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,4,0,1,1,1,12,4,4,4,4,2,3,3,3,4,4,3
8715,10,3,7,2,2884,2884,2884,2884,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,4,0,4,0,4,0,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,4,0,1,1,1,19,8,5,3,3,3,3,3,3,2,3,4
11292,10,1,7,6,3557,3557,3557,3557,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,97,,97,,97,,97,,1,1,1,11,5,5,3,3,2,3,3,4,2,3,3
11837,10,3,5,2,3652,3652,3652,3652,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,10,4,6,4,2,3,3,3,4,4,4,3
13579,10,3,5,6,3313,3313,3313,3313,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,97,,97,,97,,97,,1,1,1,18,10,10,2,2,4,3,3,3,3,3,3
13901,10,1,7,6,3557,3557,3557,3557,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,97,,97,,97,,97,,1,1,1,15,6,6,3,3,3,4,4,4,3,3,
15110,10,1,7,6,3557,3557,3557,3557,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,97,,97,,97,,97,,1,1,1,15,6,6,99,99,99,3,3,4,3,3,
15382,10,3,5,2,3652,3652,3652,3652,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,21,10,10,2,2,4,2,2,4,2,2,4
15844,10,3,5,6,3313,3313,3313,3313,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,97,,97,,97,,97,,1,1,1,22,11,9,2,2,4,2,2,4,3,3,4
15964,10,3,5,2,3652,3652,3652,3652,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,16,7,6,3,3,3,3,3,4,3,4,2
16067,10,3,7,2,2884,2884,2884,2884,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,4,0,4,0,4,0,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,4,0,1,1,1,29,6,14,1,1,4,2,2,4,2,2,4
16247,10,3,7,2,2884,2884,2884,2884,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,4,0,4,0,4,0,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,4,0,1,1,1,22,8,11,2,3,2,2,3,4,2,3,3
18722,10,3,5,2,3652,3652,3652,3652,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,4,0,4,0,4,0,1,1,3,0.33,2,0.66,2,0.66,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,16,7,6,4,4,3,3,3,4,3,3,4
18917,10,1,7,6,3557,3557,3557,3557,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,97,,97,,97,,97,,1,1,1,11,6,5,2,3,3,3,3,4,3,3,4
19084,10,1,7,6,3557,3557,3557,3557,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,97,,97,,97,,97,,1,1,1,13,6,4,3,4,1,4,4,1,4,4,4
574,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,29,14,11,2,2,4,99,99,99,2,3,3
630,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,49,19,24,2,1,4,1,2,3,1,1,4
966,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,50,20,24,2,2,4,2,2,4,2,2,4
1042,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,19,7,6,3,2,4,3,3,3,99,99,99
1348,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,16,9,5,3,4,1,99,99,99,3,3,2
1488,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,23,9,12,3,3,3,3,3,3,2,2,4
1615,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,28,10,16,2,3,4,2,3,3,99,99,99
1681,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,33,13,18,2,2,4,2,2,3,2,2,4
2483,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,45,20,23,2,2,4,2,2,4,1,1,4
2792,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,19,9,7,3,4,1,4,4,3,3,4,2
3871,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,33,12,15,2,3,4,99,99,99,2,2,4
3967,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,20,9,9,3,4,1,99,99,99,3,4,3
4153,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,24,10,6,2,2,4,3,2,4,3,2,4
4914,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,35,12,22,2,2,4,2,3,3,99,99,99
5001,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,22,7,10,2,3,4,3,2,4,3,3,4
5314,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,49,17,21,2,2,4,2,1,4,2,2,4
5375,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,54,20,26,2,1,4,1,2,4,1,1,4
5419,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,43,16,20,2,2,4,1,2,4,1,3,4
5504,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,32,12,13,2,2,4,2,1,4,2,1,4
5933,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,32,15,18,2,3,3,2,2,3,99,99,99
7013,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,36,13,16,2,2,4,2,2,3,2,2,4
7123,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,41,12,22,2,2,4,99,99,99,2,1,4
7203,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,30,11,12,2,2,4,1,1,4,99,99,99
7235,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,33,14,16,2,3,3,2,2,4,2,3,3
7386,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,34,15,15,2,2,4,2,3,3,99,99,99
7584,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,41,16,22,2,2,4,2,2,3,99,99,99
7884,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,46,21,24,2,2,4,99,99,99,2,1,4
9362,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,15,7,5,4,4,2,99,99,99,3,3,3
9554,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,39,14,17,2,2,4,99,99,99,2,2,4
9621,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,48,18,25,1,2,4,1,2,4,99,99,99
9734,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,30,14,18,2,2,4,2,2,4,99,99,99
10306,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,31,10,11,2,2,4,1,1,4,99,99,99
10675,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,21,7,12,3,3,4,99,99,99,3,3,3
12019,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,11,5,6,3,4,1,4,4,3,3,4,3
12093,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,31,9,13,2,2,4,3,2,4,2,2,4
12418,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,23,7,10,2,3,4,99,99,99,2,2,4
12563,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,37,10,16,2,2,4,2,2,4,2,2,4
12893,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,12,3,6,3,4,2,99,99,99,4,4,3
13744,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,51,19,22,2,2,4,2,1,4,2,1,4
14164,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,27,8,15,2,2,3,99,99,99,2,2,3
14421,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,32,11,17,2,2,4,2,2,4,2,2,4
14649,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,39,15,18,2,3,4,2,2,4,2,2,4
15222,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,27,10,10,2,2,3,2,2,4,99,99,99
15691,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,23,11,12,2,2,4,99,99,99,2,2,4
16086,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,27,14,10,2,3,3,3,4,2,99,99,99
17148,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,51,19,23,2,2,3,1,3,2,99,99,99
17319,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,51,19,26,1,1,4,99,99,99,2,1,4
17592,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,20,11,10,2,3,3,4,4,3,3,3,3
17719,19,6,,3,3242,,3242,3242,1,1.5,,,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,5,,0,,1,25,10,13,2,2,4,99,99,99,3,3,3
17730,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,13,4,8,4,4,1,4,4,3,4,4,3
17785,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,29,13,13,2,2,4,3,2,4,3,2,4
18358,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,29,13,11,3,3,2,4,4,4,2,3,3
18684,19,11,4,10,2339,2339,2339,2339,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,2,0.66,1,1,3,0.33,3,0.33,1,1,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,4,0,1,1,1,39,14,22,2,2,4,2,3,4,1,1,4
19261,19,7,1,5,2826,2826,2826,2826,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,3,0.33,5,,2,0.66,1,1,97,,3,0.33,3,0.33,2,0.66,1,1,1,18,8,7,2,3,3,3,3,3,2,3,4
19627,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,46,17,18,2,2,4,1,2,3,99,99,99
19980,19,9,13,,2221,2221,,2221,2,3.5,2,3.5,,,3.5,1,1,1,1,2,0.66,3,0.33,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,,,,,,,,,,,2,0,,38,19,23,3,3,2,3,4,1,99,99,99
307,26,4,7,8,2090,4314,2090,2090,2,3.5,2,3.5,3,5.5,4.166666667,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,1,1,97,,4,0,97,,4,0,1,2,1,32,14,19,3,4,2,2,4,1,3,3,3
3053,26,4,,6,2233,,2233,2233,1,1.5,,,2,3.5,2.5,1,1,3,0.33,3,0.33,3,0.33,3,0.33,,,,,,,,,,,1,1,97,,97,,97,,2,0.66,1,,1,20,9,10,3,2,4,99,99,99,3,3,4
4241,26,4,3,6,2233,4289,2233,2233,1,1.5,1,1.5,2,3.5,2.166666667,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,5,,5,,5,,5,,1,1,97,,97,,97,,2,0.66,1,1,1,20,5,8,2,2,3,3,4,4,3,3,4
4678,26,2,9,6,2057,4320,2057,2057,1,1.5,2,3.5,2,3.5,2.833333333,1,1,3,0.33,3,0.33,4,0,4,0,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,5,,5,,2,0.66,3,0.33,1,1,1,28,14,12,2,2,4,2,2,4,1,2,4
5479,26,4,7,8,2090,4314,2090,2090,2,3.5,2,3.5,3,5.5,4.166666667,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,1,1,97,,4,0,97,,4,0,1,2,1,46,19,21,2,3,3,2,4,1,2,2,4
6738,26,2,9,6,2057,4320,2057,2057,1,1.5,2,3.5,2,3.5,2.833333333,1,1,3,0.33,3,0.33,4,0,4,0,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,5,,5,,2,0.66,3,0.33,1,1,1,26,6,12,2,2,4,3,,4,1,1,4
